user_id,target_domain,target_role,owned_skills,user_experience,user_education
U-0823,Quality Assurance (QA) & Testing,Manual QA,"[""Bug Reporting"", ""Regression Testing"", ""Test Case Writing"", ""SQL"", ""API Testing""]",1 - 3 Tahun,S1/D4
U-0824,UI/UX Design,Product Designer,"[""Wireframing"", ""User Research"", ""Miro"", ""Design System"", ""Agile/Scrum""]",< 1 Tahun,S1/D4
U-0825,Web Development,Frontend Engineer,"[""TypeScript"", ""CSS""]",1 - 3 Tahun,D3
U-0826,Data Science & AI,Data Analyst,"[""SQL"", ""Git"", ""Statistics"", ""Tableau"", ""Python""]",1 - 3 Tahun,D3
U-0827,UI/UX Design,Product Designer,"[""Wireframing"", ""Miro""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0828,Quality Assurance (QA) & Testing,SDET,"[""Python"", ""API Testing"", ""Git"", ""Appium"", ""JMeter"", ""CI/CD""]",1 - 3 Tahun,S1/D4
U-0829,Web Development,Fullstack Engineer,"[""NodeJS"", ""HTML"", ""PostgreSQL"", ""Docker"", ""TypeScript"", ""JavaScript""]",> 3 Tahun,S1/D4
U-0830,Web Development,Frontend Engineer,"[""CSS"", ""TypeScript""]",1 - 3 Tahun,S1/D4
U-0831,Mobile Development,iOS Developer,"[""Xcode"", ""CoreData"", ""SwiftUI"", ""Git""]",> 3 Tahun,S2/S3
U-0832,Quality Assurance (QA) & Testing,Manual QA,"[""SQL"", ""Test Case Writing"", ""Bug Reporting"", ""Agile/Scrum""]",> 3 Tahun,S2/S3
U-0833,Mobile Development,Flutter Engineer,"[""Hive"", ""BLoC"", ""Flutter"", ""Git"", ""Dart"", ""GetX""]",Belum ada pengalaman,D3
U-0834,Cyber Security,DevSecOps,"[""DAST"", ""Kubernetes"", ""CI/CD"", ""AWS"", ""Terraform""]",> 3 Tahun,S2/S3
U-0835,Web Development,Frontend Engineer,"[""HTML"", ""ReactJS"", ""JavaScript"", ""Bootstrap""]",> 3 Tahun,S2/S3
U-0836,Data Science & AI,Data Analyst,"[""Statistics"", ""Python"", ""Pandas"", ""Excel"", ""NumPy"", ""SQL""]",Belum ada pengalaman,SMA/SMK
U-0837,Web Development,Frontend Engineer,"[""Git"", ""Next.js"", ""Vue.js"", ""JavaScript"", ""ReactJS""]",Belum ada pengalaman,D3
U-0838,Mobile Development,Android Developer,"[""Kotlin"", ""Git"", ""Android SDK"", ""Room DB""]",Belum ada pengalaman,S1/D4
U-0839,Cyber Security,Security Analyst,"[""Linux"", ""Incident Response"", ""IDS/IPS"", ""Networking"", ""Threat Intelligence""]",> 3 Tahun,S2/S3
U-0840,Cloud & DevOps,DevOps Engineer,"[""Kubernetes"", ""Python"", ""Docker"", ""Ansible"", ""Git""]",> 3 Tahun,S1/D4
U-0841,Web Development,Frontend Engineer,"[""TailwindCSS"", ""HTML"", ""CSS"", ""ReactJS""]",> 3 Tahun,S1/D4
U-0842,UI/UX Design,UX Researcher,"[""Miro"", ""Maze"", ""Journey Mapping""]",< 1 Tahun,D3
U-0843,Cyber Security,DevSecOps,"[""Kubernetes""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0844,Web Development,Fullstack Engineer,"[""PostgreSQL"", ""HTML"", ""TypeScript"", ""NodeJS"", ""Docker"", ""Git""]",< 1 Tahun,D3
U-0845,Mobile Development,iOS Developer,"[""Objective-C"", ""Firebase"", ""Xcode""]",> 3 Tahun,S2/S3
U-0846,Mobile Development,Android Developer,"[""Jetpack Compose"", ""Firebase""]",> 3 Tahun,S2/S3
U-0847,Mobile Development,Android Developer,"[""Java"", ""MVVM""]",Belum ada pengalaman,D3
U-0848,UI/UX Design,UI Designer,"[""Wireframing"", ""Figma"", ""Illustrator""]",Belum ada pengalaman,S1/D4
U-0849,Cloud & DevOps,SRE,"[""Git"", ""Prometheus"", ""Terraform"", ""Linux"", ""Grafana""]",1 - 3 Tahun,D3
U-0850,UI/UX Design,UX Researcher,"[""User Interview"", ""Survey Design"", ""Personas"", ""Maze"", ""Data Analysis"", ""Figma""]",> 3 Tahun,S1/D4
U-0851,Cloud & DevOps,DevOps Engineer,"[""Jenkins"", ""Terraform"", ""Python"", ""Ansible""]",< 1 Tahun,D3
U-0852,Quality Assurance (QA) & Testing,SDET,"[""Performance Testing"", ""Git"", ""Docker"", ""CI/CD"", ""Selenium""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0853,Data Science & AI,AI Engineer,"[""Docker"", ""SQL"", ""Git"", ""FastAPI"", ""Python"", ""LangChain""]",Belum ada pengalaman,D3
U-0854,Mobile Development,Flutter Engineer,"[""Dart"", ""BLoC""]",> 3 Tahun,S2/S3
U-0855,Web Development,Backend Engineer,"[""PHP""]",1 - 3 Tahun,S2/S3
U-0856,UI/UX Design,UI Designer,"[""Wireframing"", ""Sketch"", ""Color Theory"", ""Design System""]",< 1 Tahun,D3
U-0857,UI/UX Design,UI Designer,"[""Prototyping"", ""Sketch"", ""Figma"", ""Wireframing""]",< 1 Tahun,S1/D4
U-0858,Quality Assurance (QA) & Testing,Automation QA,"[""TestNG"", ""Postman"", ""Java"", ""CI/CD""]",> 3 Tahun,S1/D4
U-0859,Web Development,Backend Engineer,"[""Docker"", ""Git"", ""PHP"", ""REST API"", ""PostgreSQL"", ""NodeJS""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0860,UI/UX Design,UI Designer,"[""Prototyping"", ""Typography"", ""Sketch""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0861,Cyber Security,DevSecOps,"[""CI/CD"", ""Terraform"", ""Python"", ""Kubernetes"", ""DAST""]",Belum ada pengalaman,S1/D4
U-0862,Web Development,Fullstack Engineer,"[""PostgreSQL"", ""HTML""]",Belum ada pengalaman,SMA/SMK
U-0863,UI/UX Design,UI Designer,"[""Figma""]",Belum ada pengalaman,S1/D4
U-0864,Cyber Security,Penetration Tester,"[""Burp Suite"", ""OWASP"", ""Bash"", ""Metasploit""]",1 - 3 Tahun,S1/D4
U-0865,Quality Assurance (QA) & Testing,SDET,"[""Git"", ""Java"", ""Selenium"", ""Python"", ""JMeter""]",Belum ada pengalaman,SMA/SMK
U-0866,UI/UX Design,Product Designer,"[""Accessibility"", ""Wireframing"", ""Miro"", ""Prototyping"", ""User Research""]",1 - 3 Tahun,S2/S3
U-0867,Cyber Security,DevSecOps,"[""Docker"", ""Python"", ""AWS"", ""SAST"", ""Kubernetes""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0868,Data Science & AI,Data Analyst,"[""Power BI""]",1 - 3 Tahun,S2/S3
U-0869,Web Development,Backend Engineer,"[""PostgreSQL"", ""Docker"", ""Django"", ""MySQL"", ""PHP"", ""Python""]",> 3 Tahun,S1/D4
U-0870,Cloud & DevOps,Cloud Engineer,"[""GCP"", ""CI/CD""]",< 1 Tahun,D3
U-0871,Web Development,Backend Engineer,"[""Express"", ""MongoDB""]",> 3 Tahun,S2/S3
U-0872,Web Development,Backend Engineer,"[""Express"", ""Docker"", ""Django"", ""NodeJS""]",< 1 Tahun,D3
U-0873,Cyber Security,Security Analyst,"[""Linux""]",< 1 Tahun,S1/D4
U-0874,Cloud & DevOps,Cloud Engineer,"[""Git"", ""GCP"", ""Linux""]",> 3 Tahun,S2/S3
U-0875,Mobile Development,Android Developer,"[""Android SDK"", ""Jetpack Compose""]",Belum ada pengalaman,D3
U-0876,UI/UX Design,UI Designer,"[""Prototyping"", ""Color Theory"", ""Sketch""]",> 3 Tahun,S2/S3
U-0877,Web Development,Frontend Engineer,"[""Git"", ""ReactJS"", ""TailwindCSS"", ""TypeScript""]",1 - 3 Tahun,S2/S3
U-0878,Quality Assurance (QA) & Testing,SDET,"[""Performance Testing"", ""Selenium"", ""Git"", ""CI/CD"", ""Java""]",> 3 Tahun,S2/S3
U-0879,Mobile Development,iOS Developer,"[""CoreData"", ""UIKit"", ""REST API"", ""Objective-C"", ""SwiftUI"", ""Git""]",Belum ada pengalaman,SMA/SMK
U-0880,Web Development,Backend Engineer,"[""Django"", ""NodeJS""]",> 3 Tahun,S2/S3
U-0881,Web Development,Fullstack Engineer,"[""Git"", ""HTML"", ""MySQL"", ""Docker"", ""ReactJS"", ""TypeScript""]",1 - 3 Tahun,S1/D4
U-0882,UI/UX Design,UX Researcher,"[""Figma"", ""Journey Mapping"", ""Personas"", ""User Interview"", ""Maze""]",> 3 Tahun,S1/D4
U-0883,Data Science & AI,Machine Learning Engineer,"[""TensorFlow"", ""PyTorch"", ""Python"", ""Docker"", ""SQL""]",1 - 3 Tahun,S1/D4
U-0884,Data Science & AI,AI Engineer,"[""PyTorch"", ""Docker""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0885,Cyber Security,Security Analyst,"[""SIEM"", ""Firewall"", ""Log Analysis"", ""Linux"", ""Networking"", ""IDS/IPS""]",Belum ada pengalaman,SMA/SMK
U-0886,Data Science & AI,Machine Learning Engineer,"[""Kubernetes"", ""Pandas"", ""Git""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0887,Cyber Security,DevSecOps,"[""Git"", ""Terraform""]",> 3 Tahun,S2/S3
U-0888,Quality Assurance (QA) & Testing,Automation QA,"[""Jira""]",< 1 Tahun,S1/D4
U-0889,UI/UX Design,UX Researcher,"[""User Interview"", ""Data Analysis"", ""Figma""]",> 3 Tahun,S1/D4
U-0890,Cyber Security,Security Analyst,"[""Firewall""]",> 3 Tahun,S1/D4
U-0891,Mobile Development,iOS Developer,"[""Git"", ""REST API"", ""Swift"", ""CoreData"", ""Objective-C"", ""Xcode""]",1 - 3 Tahun,S2/S3
U-0892,Quality Assurance (QA) & Testing,Manual QA,"[""Postman"", ""Test Case Writing""]",Belum ada pengalaman,SMA/SMK
U-0893,Mobile Development,iOS Developer,"[""Swift"", ""Xcode""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0894,Mobile Development,Flutter Engineer,"[""Firebase"", ""BLoC"", ""Dart"", ""Provider"", ""Flutter""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0895,UI/UX Design,Product Designer,"[""Accessibility"", ""Design System"", ""Figma"", ""Prototyping"", ""Adobe XD""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0896,Cyber Security,Security Analyst,"[""Threat Intelligence"", ""Python"", ""Log Analysis""]",< 1 Tahun,D3
U-0897,Cyber Security,Penetration Tester,"[""Burp Suite""]",> 3 Tahun,S1/D4
U-0898,Cloud & DevOps,DevOps Engineer,"[""Prometheus"", ""Python""]",1 - 3 Tahun,S2/S3
U-0899,Web Development,Backend Engineer,"[""Git"", ""Python"", ""PostgreSQL"", ""MySQL"", ""Django"", ""PHP""]",> 3 Tahun,S2/S3
U-0900,Web Development,Frontend Engineer,"[""Vue.js"", ""Git"", ""Bootstrap"", ""HTML"", ""TailwindCSS""]",Belum ada pengalaman,SMA/SMK
U-0901,Mobile Development,Android Developer,"[""Room DB""]",Belum ada pengalaman,S1/D4
U-0902,UI/UX Design,Product Designer,"[""Wireframing"", ""Accessibility"", ""Design System""]",< 1 Tahun,D3
U-0903,UI/UX Design,UI Designer,"[""Wireframing""]",> 3 Tahun,S1/D4
U-0904,Cyber Security,Penetration Tester,"[""Python"", ""Wireshark""]",Belum ada pengalaman,D3
U-0905,UI/UX Design,Product Designer,"[""Design System"", ""Figma"", ""Miro"", ""Prototyping"", ""Wireframing""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0906,Mobile Development,Android Developer,"[""REST API"", ""Jetpack Compose"", ""Firebase"", ""Kotlin""]",> 3 Tahun,S1/D4
U-0907,Quality Assurance (QA) & Testing,SDET,"[""JMeter""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0908,UI/UX Design,UX Researcher,"[""User Interview"", ""Journey Mapping""]",> 3 Tahun,S2/S3
U-0909,Quality Assurance (QA) & Testing,SDET,"[""API Testing"", ""Python"", ""Appium"", ""Java""]",Belum ada pengalaman,S1/D4
U-0910,Mobile Development,iOS Developer,"[""Objective-C"", ""Swift"", ""SwiftUI""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0911,Cyber Security,Security Analyst,"[""Incident Response"", ""SIEM"", ""Threat Intelligence"", ""Python"", ""IDS/IPS""]",1 - 3 Tahun,S1/D4
U-0912,Quality Assurance (QA) & Testing,SDET,"[""Git"", ""Python"", ""Java""]",1 - 3 Tahun,S2/S3
U-0913,UI/UX Design,UI Designer,"[""Illustrator"", ""Design System"", ""Adobe XD"", ""Typography""]",> 3 Tahun,S1/D4
U-0914,Cloud & DevOps,Cloud Engineer,"[""Azure"", ""Docker"", ""GCP"", ""AWS"", ""Git""]",Belum ada pengalaman,S1/D4
U-0915,Quality Assurance (QA) & Testing,Manual QA,"[""Regression Testing"", ""SQL"", ""API Testing"", ""Postman"", ""Test Case Writing"", ""Jira""]",< 1 Tahun,D3
U-0916,Mobile Development,Android Developer,"[""REST API"", ""Room DB"", ""Java"", ""MVVM"", ""Git"", ""Firebase""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0917,Quality Assurance (QA) & Testing,SDET,"[""Performance Testing""]",< 1 Tahun,S1/D4
U-0918,UI/UX Design,UX Researcher,"[""Miro"", ""Maze"", ""Usability Testing"", ""Journey Mapping"", ""Figma"", ""Personas""]",> 3 Tahun,S2/S3
U-0919,Data Science & AI,Machine Learning Engineer,"[""Scikit-Learn"", ""Docker"", ""Python"", ""SQL"", ""Pandas"", ""Git""]",Belum ada pengalaman,S1/D4
U-0920,Quality Assurance (QA) & Testing,Manual QA,"[""Agile/Scrum"", ""SQL"", ""API Testing""]",> 3 Tahun,S1/D4
U-0921,Cyber Security,Security Analyst,"[""Threat Intelligence"", ""Networking"", ""Firewall"", ""SIEM"", ""Log Analysis"", ""Python""]",> 3 Tahun,S2/S3
U-0922,Cloud & DevOps,SRE,"[""Grafana""]",Belum ada pengalaman,S1/D4
U-0923,Mobile Development,Flutter Engineer,"[""Flutter"", ""BLoC"", ""Hive"", ""Git"", ""REST API""]",Belum ada pengalaman,S1/D4
U-0924,Quality Assurance (QA) & Testing,Manual QA,"[""Postman"", ""Jira""]",1 - 3 Tahun,S2/S3
U-0925,Quality Assurance (QA) & Testing,Automation QA,"[""Playwright"", ""Python"", ""Selenium"", ""CI/CD"", ""Jira"", ""Postman""]",> 3 Tahun,S2/S3
U-0926,Mobile Development,iOS Developer,"[""Objective-C"", ""CoreData"", ""Firebase"", ""Git""]",> 3 Tahun,S1/D4
U-0927,Web Development,Fullstack Engineer,"[""MySQL"", ""Docker"", ""PostgreSQL""]",< 1 Tahun,S1/D4
U-0928,Quality Assurance (QA) & Testing,Automation QA,"[""Cypress"", ""Jira"", ""Postman""]",Belum ada pengalaman,S1/D4
U-0929,Cloud & DevOps,SRE,"[""Kubernetes"", ""Docker"", ""Linux"", ""CI/CD""]",< 1 Tahun,D3
U-0930,Web Development,Frontend Engineer,"[""Next.js"", ""Bootstrap""]",> 3 Tahun,S1/D4
U-0931,Web Development,Fullstack Engineer,"[""NodeJS"", ""Docker""]",> 3 Tahun,S1/D4
U-0932,Data Science & AI,Data Scientist,"[""Git""]",> 3 Tahun,S2/S3
U-0933,Cyber Security,Penetration Tester,"[""Burp Suite"", ""Python"", ""Wireshark"", ""Metasploit"", ""Nmap"", ""OWASP""]",< 1 Tahun,S1/D4
U-0934,Web Development,Fullstack Engineer,"[""PostgreSQL"", ""HTML"", ""ReactJS""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0935,UI/UX Design,UX Researcher,"[""Data Analysis"", ""Personas"", ""Journey Mapping"", ""User Interview"", ""Miro"", ""Usability Testing""]",> 3 Tahun,S1/D4
U-0936,Cloud & DevOps,DevOps Engineer,"[""Git"", ""Python""]",> 3 Tahun,S1/D4
U-0937,Web Development,Fullstack Engineer,"[""HTML"", ""REST API"", ""Docker"", ""ReactJS"", ""Git""]",1 - 3 Tahun,S2/S3
U-0938,Cloud & DevOps,SRE,"[""Python"", ""Git"", ""Linux"", ""Grafana"", ""CI/CD"", ""Prometheus""]",1 - 3 Tahun,S1/D4
U-0939,Web Development,Frontend Engineer,"[""Next.js"", ""JavaScript"", ""Git"", ""CSS""]",> 3 Tahun,S2/S3
U-0940,Mobile Development,Flutter Engineer,"[""Git"", ""BLoC""]",1 - 3 Tahun,S2/S3
U-0941,Web Development,Fullstack Engineer,"[""HTML"", ""NodeJS"", ""ReactJS"", ""MySQL""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0942,Cloud & DevOps,DevOps Engineer,"[""Git"", ""Docker"", ""Python"", ""Linux"", ""Terraform"", ""Ansible""]",> 3 Tahun,S2/S3
U-0943,Cloud & DevOps,DevOps Engineer,"[""Prometheus"", ""GitLab CI"", ""Python"", ""Jenkins""]",> 3 Tahun,S1/D4
U-0944,Cyber Security,Security Analyst,"[""IDS/IPS"", ""Firewall"", ""Networking"", ""Python"", ""SIEM""]",> 3 Tahun,S1/D4
U-0945,Web Development,Backend Engineer,"[""Docker"", ""Express"", ""PostgreSQL"", ""REST API"", ""MySQL"", ""NodeJS""]",< 1 Tahun,S1/D4
U-0946,UI/UX Design,UI Designer,"[""Figma"", ""Typography"", ""Design System"", ""Illustrator"", ""Adobe XD"", ""Wireframing""]",< 1 Tahun,D3
U-0947,Data Science & AI,Data Scientist,"[""Matplotlib"", ""Pandas"", ""TensorFlow"", ""Python"", ""R"", ""NumPy""]",> 3 Tahun,S2/S3
U-0948,Data Science & AI,Machine Learning Engineer,"[""Python"", ""PyTorch"", ""Scikit-Learn"", ""Kubernetes"", ""TensorFlow"", ""Pandas""]",1 - 3 Tahun,D3
U-0949,Data Science & AI,AI Engineer,"[""FastAPI"", ""Vector DB""]",Belum ada pengalaman,S1/D4
U-0950,Cloud & DevOps,DevOps Engineer,"[""Terraform"", ""Docker""]",< 1 Tahun,D3
U-0951,Data Science & AI,Data Scientist,"[""Statistics"", ""Git"", ""R""]",1 - 3 Tahun,S1/D4
U-0952,Quality Assurance (QA) & Testing,SDET,"[""Python"", ""Appium"", ""Performance Testing""]",1 - 3 Tahun,S1/D4
U-0953,Mobile Development,Flutter Engineer,"[""Flutter"", ""Firebase"", ""Hive"", ""Provider""]",> 3 Tahun,S1/D4
U-0954,Cyber Security,Security Analyst,"[""Firewall""]",> 3 Tahun,S2/S3
U-0955,Mobile Development,iOS Developer,"[""UIKit"", ""Git"", ""REST API"", ""SwiftUI"", ""Swift""]",< 1 Tahun,D3
U-0956,Cloud & DevOps,SRE,"[""Git"", ""Docker""]",< 1 Tahun,S1/D4
U-0957,UI/UX Design,Product Designer,"[""Agile/Scrum""]",1 - 3 Tahun,D3
U-0958,Cyber Security,DevSecOps,"[""Kubernetes"", ""CI/CD"", ""Python"", ""AWS""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0959,UI/UX Design,UI Designer,"[""Figma"", ""Sketch"", ""Wireframing"", ""Prototyping"", ""Typography"", ""Illustrator""]",1 - 3 Tahun,D3
U-0960,UI/UX Design,UI Designer,"[""Sketch"", ""Color Theory"", ""Prototyping""]",1 - 3 Tahun,S2/S3
U-0961,Mobile Development,Android Developer,"[""Git"", ""Jetpack Compose""]",1 - 3 Tahun,S1/D4
U-0962,Web Development,Backend Engineer,"[""PostgreSQL"", ""MongoDB"", ""REST API"", ""Laravel""]",< 1 Tahun,D3
U-0963,UI/UX Design,UI Designer,"[""Illustrator"", ""Wireframing"", ""Design System"", ""Sketch""]",Belum ada pengalaman,S1/D4
U-0964,UI/UX Design,UX Researcher,"[""Figma""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0965,UI/UX Design,UI Designer,"[""Illustrator"", ""Prototyping"", ""Wireframing"", ""Design System""]",Belum ada pengalaman,D3
U-0966,UI/UX Design,UI Designer,"[""Figma"", ""Typography""]",1 - 3 Tahun,S1/D4
U-0967,UI/UX Design,UI Designer,"[""Adobe XD"", ""Typography"", ""Illustrator"", ""Design System""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0968,UI/UX Design,UX Researcher,"[""User Interview""]",1 - 3 Tahun,S2/S3
U-0969,Web Development,Frontend Engineer,"[""HTML""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0970,Quality Assurance (QA) & Testing,Manual QA,"[""SQL"", ""API Testing"", ""Test Case Writing""]",> 3 Tahun,S2/S3
U-0971,Cloud & DevOps,DevOps Engineer,"[""Kubernetes"", ""Linux""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0972,Web Development,Fullstack Engineer,"[""ReactJS"", ""REST API"", ""TypeScript"", ""CSS"", ""MySQL"", ""NodeJS""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0973,Cyber Security,DevSecOps,"[""CI/CD"", ""Kubernetes"", ""Docker"", ""AWS"", ""Git""]",< 1 Tahun,D3
U-0974,Cyber Security,Penetration Tester,"[""Networking"", ""Nmap""]",Belum ada pengalaman,SMA/SMK
U-0975,Cloud & DevOps,Cloud Engineer,"[""CI/CD"", ""Terraform""]",> 3 Tahun,S2/S3
U-0976,UI/UX Design,UX Researcher,"[""Survey Design"", ""Figma""]",1 - 3 Tahun,S1/D4
U-0977,Cloud & DevOps,SRE,"[""CI/CD"", ""Incident Management"", ""Git""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0978,Data Science & AI,Data Analyst,"[""Excel"", ""Tableau"", ""Statistics"", ""Pandas""]",Belum ada pengalaman,SMA/SMK
U-0979,Data Science & AI,AI Engineer,"[""SQL"", ""Python"", ""HuggingFace"", ""LangChain"", ""OpenAI API""]",> 3 Tahun,S2/S3
U-0980,Cloud & DevOps,SRE,"[""Prometheus"", ""Python"", ""CI/CD""]",> 3 Tahun,S1/D4
U-0981,Quality Assurance (QA) & Testing,SDET,"[""Python"", ""Docker"", ""API Testing"", ""Appium""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0982,UI/UX Design,UX Researcher,"[""Usability Testing"", ""Personas"", ""Maze""]",< 1 Tahun,S1/D4
U-0983,Cloud & DevOps,DevOps Engineer,"[""Terraform"", ""Python"", ""Prometheus"", ""Git"", ""Linux"", ""Jenkins""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0984,Web Development,Fullstack Engineer,"[""TypeScript"", ""NodeJS"", ""PostgreSQL"", ""MySQL"", ""ReactJS"", ""Git""]",> 3 Tahun,S1/D4
U-0985,Cyber Security,Penetration Tester,"[""Bash"", ""OWASP""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0986,Mobile Development,Android Developer,"[""Room DB"", ""Kotlin"", ""Git"", ""Firebase""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0987,Quality Assurance (QA) & Testing,Manual QA,"[""Bug Reporting"", ""Agile/Scrum"", ""Regression Testing"", ""Postman""]",1 - 3 Tahun,D3
U-0988,Cyber Security,Penetration Tester,"[""Wireshark""]",< 1 Tahun,S1/D4
U-0989,Web Development,Fullstack Engineer,"[""PostgreSQL"", ""HTML"", ""MySQL"", ""REST API"", ""Git""]",> 3 Tahun,S1/D4
U-0990,Quality Assurance (QA) & Testing,Manual QA,"[""Regression Testing""]",> 3 Tahun,S2/S3
U-0991,Cyber Security,DevSecOps,"[""Kubernetes"", ""CI/CD"", ""Linux""]",< 1 Tahun,D3
U-0992,Data Science & AI,Machine Learning Engineer,"[""Git"", ""Docker""]",< 1 Tahun,S1/D4
U-0993,UI/UX Design,Product Designer,"[""Prototyping"", ""Agile/Scrum"", ""Adobe XD""]",Belum ada pengalaman,SMA/SMK
U-0994,Cloud & DevOps,SRE,"[""Git""]",1 - 3 Tahun,S2/S3
U-0995,Web Development,Fullstack Engineer,"[""HTML"", ""CSS"", ""Docker"", ""REST API""]",> 3 Tahun,S2/S3
U-0996,Quality Assurance (QA) & Testing,Manual QA,"[""Jira"", ""Test Case Writing"", ""Postman""]",> 3 Tahun,S1/D4
U-0997,UI/UX Design,UI Designer,"[""Design System"", ""Figma"", ""Prototyping"", ""Adobe XD""]",< 1 Tahun,S1/D4
U-0998,Cloud & DevOps,SRE,"[""CI/CD"", ""Terraform"", ""Git""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0999,Mobile Development,iOS Developer,"[""Swift""]",1 - 3 Tahun,D3
U-1000,Web Development,Frontend Engineer,"[""HTML"", ""Git"", ""TailwindCSS"", ""Bootstrap"", ""Next.js""]",> 3 Tahun,S2/S3
